app_id,app_name,monetization_type,installs,content_rating,release_date,app_size_mb,average_rating,editor_choice,total_revenue,avg_revenue_per_month,avg_arpu,avg_ltv,avg_conversion_rate,total_ad_revenue,total_ad_impressions,total_sub_users,n_months,n_users,n_sessions,avg_session_duration,avg_daily_usage,avg_clicks,avg_scrolls,avg_screen_views,avg_retention_days,uninstall_rate,notif_click_rate,n_reviews,avg_review_rating,positive_rate,negative_rate,avg_helpful_votes,n_crashes,severe_crash_rate,crash_resolved_rate,has_crash_data,installs_num,size_tier
APP_000974,ProTracker,Free,416,Everyone,2022-07-19,1511.4,4.3,f,2.23,0.74333333333333333333,0.00180000000000000000,0.01000000000000000000,0.00000000000000000000,0.0,0,0,3,12,12,19.7833333333333333,46.6325000000000000,143.6666666666666667,79.2500000000000000,226.0833333333333333,23.7500000000000000,0.08333333333333333333,0.25000000000000000000,12,4.2000000000000000,0.58333333333333333333,0.00000000000000000000,1.2500000000000000,4,0.00000000000000000000,1.00000000000000000000,1,416,Long-tail
APP_001571,GoCalc,Free,61048,Teen,2020-05-22,3711.7,3.5,f,261.36,261.3600000000000000,0.00215000000000000000,0.01500000000000000000,0.00000000000000000000,0.0,0,0,1,20,20,24.9930000000000000,73.4695000000000000,187.5000000000000000,117.5500000000000000,310.0000000000000000,13.2000000000000000,0.15000000000000000000,0.35000000000000000000,15,3.5800000000000000,0.40000000000000000000,0.13333333333333333333,1.3333333333333333,2,0.00000000000000000000,0.50000000000000000000,1,61048,Mid
APP_002315,BrowserLink,Free with Ads,893886,Everyone,2022-07-21,709.4,2.1,f,12193.4,12193.4000000000000000,0.01360000000000000000,0.05000000000000000000,0.00000000000000000000,5902.73,39565,0,1,20,20,13.3740000000000000,38.2260000000000000,133.7000000000000000,75.3500000000000000,213.9000000000000000,14.3000000000000000,0.05000000000000000000,0.35000000000000000000,18,2.3444444444444444,0.00000000000000000000,0.44444444444444444444,1.7777777777777778,3,0.00000000000000000000,0.00000000000000000000,1,893886,Top
APP_005738,ScannerZone,Free,120081,Everyone,2020-06-08,3193.0,4.2,f,69.91,69.9100000000000000,0.00060000000000000000,0.00000000000000000000,0.00000000000000000000,0.0,0,0,1,25,25,21.7340000000000000,59.3528000000000000,207.5200000000000000,91.7200000000000000,303.7600000000000000,18.2000000000000000,0.16000000000000000000,0.12000000000000000000,15,3.8266666666666667,0.33333333333333333333,0.13333333333333333333,1.9333333333333333,2,0.50000000000000000000,1.00000000000000000000,1,120081,Top
APP_006504,UltraCalc,Free,14393,Teen,2024-03-23,3961.8,4.1,f,131.01,43.6700000000000000,0.00303333333333333333,0.03666666666666666667,0.00000000000000000000,0.0,0,0,3,24,24,21.8287500000000000,50.9570833333333333,144.7083333333333333,102.7083333333333333,252.1250000000000000,19.1666666666666667,0.16666666666666666667,0.20833333333333333333,12,4.4250000000000000,0.75000000000000000000,0.00000000000000000000,1.9166666666666667,1,1.00000000000000000000,0.00000000000000000000,1,14393,Mid
APP_006631,OneNotes,Paid,15438,Everyone,2018-01-16,292.8,4.4,f,147188.00,36797.000000000000,2.3835250000000000,19.8525000000000000,0.00000000000000000000,0.0,0,0,4,13,13,10.8392307692307692,25.3530769230769231,106.5384615384615385,43.6153846153846154,155.6153846153846154,21.6923076923076923,0.15384615384615384615,0.00000000000000000000,16,4.1875000000000000,0.50000000000000000000,0.00000000000000000000,2.9375000000000000,3,0.33333333333333333333,0.66666666666666666667,1,15438,Mid
APP_007396,OneManager,Freemium,2460658,Adults only 18+,2018-09-22,1291.2,4.0,f,889638.1,889638.100000000000,0.36150000000000000000,4.3200000000000000,9.9500000000000000,317837.62,696127,0,1,25,25,29.1568000000000000,76.3656000000000000,291.7200000000000000,150.9600000000000000,445.8000000000000000,19.8000000000000000,0.12000000000000000000,0.16000000000000000000,12,3.8750000000000000,0.33333333333333333333,0.16666666666666666667,1.8333333333333333,2,0.00000000000000000000,0.50000000000000000000,1,2460658,Top
APP_008536,AllNotes,Paid,11483,Teen,2020-12-18,827.4,4.2,f,117669.33,29417.332500000000,2.5618500000000000,20.7225000000000000,0.00000000000000000000,0.0,0,0,4,17,17,14.1670588235294118,29.8817647058823529,138.1764705882352941,51.8823529411764706,195.0000000000000000,16.7058823529411765,0.29411764705882352941,0.41176470588235294118,22,4.2500000000000000,0.45454545454545454545,0.04545454545454545455,2.2727272727272727,1,0.00000000000000000000,1.00000000000000000000,1,11483,Mid
APP_011575,OneScanner,Free with Ads,5341,Everyone,2024-08-26,1911.4,3.3,f,167.72,83.8600000000000000,0.01570000000000000000,0.17500000000000000000,0.00000000000000000000,81.94,4251,0,2,20,20,21.5090000000000000,55.1735000000000000,187.3500000000000000,103.2000000000000000,294.5000000000000000,19.2000000000000000,0.10000000000000000000,0.30000000000000000000,12,3.1916666666666667,0.00000000000000000000,0.08333333333333333333,3.0833333333333333,0,0,0,0,5341,Long-tail
APP_011840,ProEditor,Free,2044,Teen,2022-02-13,3967.3,4.8,f,22.33,7.4433333333333333,0.00272500000000000000,0.02500000000000000000,0.00000000000000000000,0.0,0,0,3,19,19,17.6142105263157895,42.1247368421052632,140.6842105263157895,97.7894736842105263,241.6842105263157895,18.0000000000000000,0.36842105263157894737,0.31578947368421052632,13,4.1076923076923077,0.61538461538461538462,0.00000000000000000000,2.0000000000000000,5,1.00000000000000000000,0.80000000000000000000,1,2044,Long-tail
APP_015687,AllEditor,Paid,4081,Everyone,2022-06-25,946.1,3.4,f,24480.48,8160.1600000000000000,1.9995666666666667,11.6200000000000000,0.00000000000000000000,0.0,0,0,3,16,16,39.5637500000000000,100.5568750000000000,278.5625000000000000,188.6250000000000000,471.8125000000000000,16.8125000000000000,0.18750000000000000000,0.18750000000000000000,8,3.8625000000000000,0.37500000000000000000,0.00000000000000000000,1.6250000000000000,2,0.00000000000000000000,0.50000000000000000000,1,4081,Long-tail
APP_016665,ScannerSpace,Free,9193,Teen,2019-11-26,504.6,3.5,f,13.77,6.8850000000000000,0.00075000000000000000,0.00500000000000000000,0.00000000000000000000,0.0,0,0,2,20,20,16.6475000000000000,44.0080000000000000,116.6000000000000000,70.2000000000000000,191.1500000000000000,15.3000000000000000,0.15000000000000000000,0.25000000000000000000,14,3.2714285714285714,0.14285714285714285714,0.35714285714285714286,2.5714285714285714,6,0.50000000000000000000,0.50000000000000000000,1,9193,Mid
APP_018099,ReaderMate,Paid,83015434,Everyone,2019-03-08,3563.6,4.2,f,94366446.96,47183223.480000000000,0.56835000000000000000,3.2450000000000000,0.00000000000000000000,0.0,0,0,2,16,16,23.3800000000000000,47.2500000000000000,225.7500000000000000,81.3750000000000000,312.8750000000000000,17.3750000000000000,0.25000000000000000000,0.31250000000000000000,20,4.1400000000000000,0.35000000000000000000,0.05000000000000000000,4.4500000000000000,2,0.50000000000000000000,1.00000000000000000000,1,83015434,Top
APP_020646,SuperManager,Subscription,516661,Everyone,2025-02-17,3523.8,3.8,f,372170.74,372170.740000000000,0.72030000000000000000,7.4300000000000000,13.0700000000000000,0.0,0,11123,1,16,16,11.1681250000000000,30.3062500000000000,96.8125000000000000,49.8750000000000000,152.8125000000000000,14.0625000000000000,0.25000000000000000000,0.31250000000000000000,16,3.9250000000000000,0.50000000000000000000,0.06250000000000000000,2.3125000000000000,5,0.20000000000000000000,0.40000000000000000000,1,516661,Top
APP_026631,OneViewer,Free,19,Everyone 10+,2022-08-04,3087.7,2.5,f,0.06,0.03000000000000000000,0.00160000000000000000,0.01000000000000000000,0.00000000000000000000,0.0,0,0,2,16,16,16.5793750000000000,44.4856250000000000,108.4375000000000000,70.1250000000000000,183.3125000000000000,16.9375000000000000,0.06250000000000000000,0.18750000000000000000,13,2.6846153846153846,0.00000000000000000000,0.53846153846153846154,4.3846153846153846,1,0.00000000000000000000,1.00000000000000000000,1,19,Long-tail
APP_028126,AllNotes,Subscription,77156,Teen,2019-03-02,3832.9,3.6,t,312255.88,104085.293333333333,1.3490000000000000,6.7100000000000000,6.0100000000000000,0.0,0,7940,3,25,25,20.4388000000000000,52.5332000000000000,179.2400000000000000,102.6000000000000000,286.3200000000000000,13.7200000000000000,0.24000000000000000000,0.24000000000000000000,12,3.8416666666666667,0.16666666666666666667,0.08333333333333333333,2.5833333333333333,4,0.00000000000000000000,0.50000000000000000000,1,77156,Mid
APP_033482,OneViewer,Free,4996,Teen,2018-09-04,2070.7,2.8,f,16.08,16.0800000000000000,0.00320000000000000000,0.02000000000000000000,0.00000000000000000000,0.0,0,0,1,20,20,17.9275000000000000,47.8490000000000000,144.6000000000000000,78.3500000000000000,228.2500000000000000,20.2000000000000000,0.40000000000000000000,0.35000000000000000000,20,2.6900000000000000,0.05000000000000000000,0.60000000000000000000,1.5000000000000000,2,0.50000000000000000000,0.50000000000000000000,1,4996,Long-tail
APP_034287,MonitorBox,Free,1219,Teen,2024-05-18,3891.4,1.9,f,2.07,1.03500000000000000000,0.00080000000000000000,0.00000000000000000000,0.00000000000000000000,0.0,0,0,2,20,20,18.5300000000000000,40.3965000000000000,194.2500000000000000,75.1500000000000000,272.9500000000000000,18.9000000000000000,0.20000000000000000000,0.15000000000000000000,11,2.1909090909090909,0.09090909090909090909,0.54545454545454545455,1.7272727272727273,3,0.66666666666666666667,1.00000000000000000000,1,1219,Long-tail
APP_035455,ReaderBox,Free,123456,Everyone,2023-03-06,2683.9,2.6,f,653.84,326.9200000000000000,0.00265000000000000000,0.02500000000000000000,0.00000000000000000000,0.0,0,0,2,16,16,12.8400000000000000,32.0806250000000000,101.0000000000000000,60.1875000000000000,165.4375000000000000,14.5625000000000000,0.12500000000000000000,0.37500000000000000000,11,2.7363636363636364,0.09090909090909090909,0.63636363636363636364,2.0000000000000000,4,0.50000000000000000000,0.50000000000000000000,1,123456,Top
APP_035970,ToolHub,Free,864,Teen,2021-02-08,3393.8,4.5,f,12.06,3.0150000000000000,0.00280000000000000000,0.02000000000000000000,0.00000000000000000000,0.0,0,0,4,25,25,20.7964000000000000,59.3608000000000000,151.4000000000000000,58.2800000000000000,212.6400000000000000,18.8000000000000000,0.12000000000000000000,0.28000000000000000000,16,4.7125000000000000,0.62500000000000000000,0.00000000000000000000,1.6250000000000000,1,0.00000000000000000000,1.00000000000000000000,1,864,Long-tail
APP_036847,RecorderLink,Free,4446,Mature 17+,2020-11-06,990.0,4.7,f,10.09,5.0450000000000000,0.00115000000000000000,0.01000000000000000000,0.00000000000000000000,0.0,0,0,2,16,16,16.2043750000000000,32.1131250000000000,150.1875000000000000,71.4375000000000000,225.3750000000000000,18.6875000000000000,0.12500000000000000000,0.12500000000000000000,16,4.5937500000000000,0.56250000000000000000,0.00000000000000000000,2.4375000000000000,2,0.50000000000000000000,1.00000000000000000000,1,4446,Long-tail
APP_037076,TrackerFlow,Freemium,827,Everyone 10+,2021-11-06,1168.1,3.4,f,312.56,312.5600000000000000,0.37790000000000000000,2.8400000000000000,10.7000000000000000,53.62,290,0,1,20,20,16.6695000000000000,48.7505000000000000,131.4000000000000000,80.7500000000000000,216.0500000000000000,15.5000000000000000,0.20000000000000000000,0.45000000000000000000,16,3.1375000000000000,0.18750000000000000000,0.31250000000000000000,2.8125000000000000,2,0.50000000000000000000,0.50000000000000000000,1,827,Long-tail
APP_037267,PlayerLink,Free with Ads,44,Everyone,2020-09-03,1283.3,2.3,f,0.55,0.55000000000000000000,0.01250000000000000000,0.15000000000000000000,0.00000000000000000000,0.03,2,0,1,25,25,16.8512000000000000,40.4472000000000000,172.7200000000000000,81.2400000000000000,258.4800000000000000,15.3200000000000000,0.08000000000000000000,0.28000000000000000000,13,2.0923076923076923,0.00000000000000000000,0.46153846153846153846,2.5384615384615385,2,0.50000000000000000000,0.50000000000000000000,1,44,Long-tail
APP_043244,SuperMap,Free,4143,Teen,2024-08-11,3725.4,4.5,f,61.97,10.3283333333333333,0.00248333333333333333,0.01833333333333333333,0.00000000000000000000,0.0,0,0,6,20,20,20.7390000000000000,59.2635000000000000,135.8000000000000000,90.0500000000000000,230.9000000000000000,15.4500000000000000,0.10000000000000000000,0.20000000000000000000,15,4.5800000000000000,0.60000000000000000000,0.00000000000000000000,2.5333333333333333,3,0.00000000000000000000,0.33333333333333333333,1,4143,Long-tail
APP_044424,EasyViewer,Freemium,2586,Teen,2019-09-20,3835.2,5.0,f,880.67,880.6700000000000000,0.34060000000000000000,3.3200000000000000,4.3500000000000000,143.44,924,0,1,16,16,18.9900000000000000,48.8350000000000000,180.3125000000000000,77.1250000000000000,260.6250000000000000,20.6875000000000000,0.12500000000000000000,0.12500000000000000000,12,4.5833333333333333,0.50000000000000000000,0.00000000000000000000,1.7500000000000000,0,0,0,0,2586,Long-tail
APP_046797,TopWidget,Free with Ads,56096,Everyone,2020-02-29,458.9,2.6,f,255.26,255.2600000000000000,0.00460000000000000000,0.05000000000000000000,0.00000000000000000000,120.02,9153,0,1,17,17,14.8711764705882353,44.4235294117647059,85.1176470588235294,49.0000000000000000,140.3529411764705882,11.6470588235294118,0.17647058823529411765,0.35294117647058823529,20,2.5250000000000000,0.00000000000000000000,0.40000000000000000000,3.2000000000000000,2,0.00000000000000000000,0.50000000000000000000,1,56096,Mid
APP_048260,GoCamera,Free,4559,Everyone 10+,2025-04-29,2516.2,4.3,f,53.82,13.4550000000000000,0.00295000000000000000,0.02500000000000000000,0.00000000000000000000,0.0,0,0,4,20,20,16.4895000000000000,47.1700000000000000,132.3000000000000000,85.5000000000000000,223.0000000000000000,11.6500000000000000,0.25000000000000000000,0.25000000000000000000,20,4.4550000000000000,0.35000000000000000000,0.00000000000000000000,3.5000000000000000,5,0.40000000000000000000,0.40000000000000000000,1,4559,Long-tail
APP_049410,AllMonitor,Freemium,38763,Everyone,2019-05-08,2246.9,1.7,f,2695.79,1347.8950000000000000,0.03475000000000000000,0.36000000000000000000,9.5950000000000000,1415.25,13645,0,2,16,16,17.2712500000000000,47.3656250000000000,129.5625000000000000,71.5625000000000000,205.1875000000000000,11.7500000000000000,0.12500000000000000000,0.25000000000000000000,16,1.6500000000000000,0.00000000000000000000,0.31250000000000000000,4.3125000000000000,2,1.00000000000000000000,0.50000000000000000000,1,38763,Mid
APP_049929,HelperMate,Free,302,Adults only 18+,2019-03-25,3458.3,3.8,f,0.48,0.48000000000000000000,0.00160000000000000000,0.02000000000000000000,0.00000000000000000000,0.0,0,0,1,16,16,19.1531250000000000,50.9606250000000000,171.9375000000000000,79.3750000000000000,254.8125000000000000,19.1875000000000000,0.18750000000000000000,0.43750000000000000000,20,3.6800000000000000,0.30000000000000000000,0.20000000000000000000,0.80000000000000000000,1,0.00000000000000000000,1.00000000000000000000,1,302,Long-tail
APP_050077,RecorderSpace,Paid,16386,Teen,2020-09-15,2532.8,3.5,f,87386.94,29128.980000000000,1.7776666666666667,12.6633333333333333,0.00000000000000000000,0.0,0,0,3,20,20,19.0150000000000000,52.9115000000000000,181.5000000000000000,76.0500000000000000,261.9000000000000000,10.8000000000000000,0.35000000000000000000,0.25000000000000000000,17,3.2823529411764706,0.17647058823529411765,0.41176470588235294118,2.2941176470588235,2,0.00000000000000000000,0.50000000000000000000,1,16386,Mid
APP_050850,MyViewer,Free with Ads,460,Everyone,2021-07-04,3228.8,2.6,f,26.01,6.5025000000000000,0.01412500000000000000,0.11500000000000000000,0.00000000000000000000,4.54,762,0,4,16,16,16.5300000000000000,35.8193750000000000,168.1875000000000000,88.0000000000000000,260.1250000000000000,8.5625000000000000,0.06250000000000000000,0.12500000000000000000,11,2.6727272727272727,0.09090909090909090909,0.54545454545454545455,3.7272727272727273,4,0.25000000000000000000,0.75000000000000000000,1,460,Long-tail
